index,title,author,genre,rating,review,annotations,Final Annotation,Preliminary Agreement
3W1K7D6QTMLWQP9TOFOG4HL3IR4ZB1,Bob's Saucer Repair,Jerry  Boyd,Science,5.0,"First in a long running series up to ten volumes currently. Nice to find some modern sci fi that made me smile and on occasion laugh out loud. For once the aliens are generally friendly and not that different from us in they have life's, loves, and their own problems. Characters are generally engaging especially the central character of Bob. I don't have a problem with the first person perspective the stories are written from unlike other reviewers. It's basically the good old southern hunting, shooting, and fishing, old boy in outer space with a huge tendency to cross reference TV, cinema, and other modern culture. True it's not great literature but for me it's a fun read and I powered through a book of the series every day and still want more. There are always slight negatives with any writing and here we have a not unusual US centered view. for example hundred of aliens are lost on Earth over the last few hundred years and they all seem to have landed in North America. So a references occasionally to the rest of the world or non US characters would be more realistic. To some the running jokes could get monotonous and are occasionally over done. My only other issue would be sometimes things are resolved a little to easily than is believable.As I said a light enjoyable romp of a series.","Counter({'annoyed': 2, 'confused': 2, 'enthusiastic': 1, 'bored': 1, 'content': 1})",annoyed,0.16666666666666666
39I4RL8QHULQE5OQ3E8MWWBSC974HB,The Weekend Escape,Rakie Bennett,Thriller,5.0,"This was a thriller of a book. It was set in Scotland on a island, very remote with a lighthouse. The group of friends decide to have a weekend away during the winter when one of their group is murdered. This was intriguing and very atmospheric. I could picture the island and the run down cottage and the rain lashing against the windows. Brilliant. My thanks to Netgalley and the publishers for giving me the opportunity to read this book in return for an honest review.","Counter({'enthusiastic': 2, 'love': 1})",enthusiastic,0.5
31KSVEGZ4FWFC1LD9PQZ5SWPJB3RWG,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,Nonfiction,5.0,"2012 F.A.B. Bookclub pick # I.:red_heart:. F.A.B. I’m in awe. :astonished_face: I cannot imagine living through this amount of torture and torment. It’s truly heartbreaking, the catastrophes of war. :broken_heart: This mans determination to survive was simply amazing. I can see why there was a movie made. Just... wow...","Counter({'enthusiastic': 2, 'content': 1})",enthusiastic,0.5
3VP28W7DVYOM36L9THACN7COXPWZFJ,The Weekend Escape,Rakie Bennett,Thriller,3.0,"3 1/2 Stars Definitely atmospheric, palpable tension filled weekend reunion. What could go wrong? More thoughts to come.","Counter({'content': 2, 'bored': 1, 'confused': 1})",content,0.3333333333333333
3CKVGCS3QR9Y5QK5V7XJO7SH487S03,Bob's Saucer Repair,Jerry  Boyd,Science,3.0,"A friend gave me a copy of this as a gift a while back. I was looking for something light to read this weekend, and decided to give this a chance. It's definitely light, and easy to read.I'd say that this is somewhere between an amateur and semi-pro level of writing, if that makes any sense. The whole thing is just a straight narrative, told mostly via dialogue. The story structure itself is also really simple, without any real arc to speak of. It's not embarrassing fan-fiction level stuff, though. For what it is, it's well-written enough that it's easy to follow and easy to like.So it's not a challenging read, and it would probably have gotten a bad grade if it was handed in as a writing assignment for a traditional creative writing class. But it was kind of fun, and a nice diversion.","Counter({'content': 2, 'confused': 1})",content,0.5
33K3E8REX7ZOJWB7KLGLGUFR2LLX83,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,Nonfiction,5.0,"Another difficult but powerful historical account of the atrocities of World War II and the power of the human spirit to overcome them. Hillenbrand does a fantastic job of telling this important story that I think it is worth everyone knowing. Again, some of the content is difficult and a bit graphic, but the truth hurts some time and it is worth taking the time and effort to learn about what these brave men in WWII went through to overcome tyranny.Also, I think delving a bit deeper into WWII is worth it as I have learned a lot more about the Pacific side of the conflict than I ever knew before. Seems like most historical (and historical fiction) accounts I have read recently are all about the European conflict. And, it was good to see that there was some humanity among all the inhumanity. If you are not into history, you may not enjoy this, but it is worth giving it a shot for its importance. Overall, an amazing story and an amazingly well done telling of it.","Counter({'content': 2, 'confused': 1, 'annoyed': 1})",content,0.3333333333333333
3UAU495MJTWZNK4SMXUUT96NN88UOB,"Beautiful World, Where Are You",Sally Rooney,Fiction,,"She’s back! In Beautiful World, Where Are You we follow Alice, Felix, Eileen, and Simon through the ups and downs of life including their friendships and relationships with each other. Rooney grapples with many questions in her newest novel, from the various definitions of success to how one finds hope in an oftentimes hopeless world, all with her trademark emotional and thoughtful prose. If you loved her others, you will love this one, too. It’s pure Sally Rooney.","Counter({'enthusiastic': 2, 'confused': 1})",enthusiastic,0.5
3D3B8GE8ADVJOSSQ3MCIMDOZKSUP9W,"Beautiful World, Where Are You",Sally Rooney,Fiction,1.0,when i was diagnosed with covid i thought that being isolated to my bedroom for two weeks was the most boring thing in the world - Sally Rooney has now proven me wrong.,"Counter({'confused': 2, 'annoyed': 1})",confused,0.5
3XQ4XW3OEKG510NJAU1X7VLW16RS2N,The Weekend Escape,Rakie Bennett,Thriller,3.0,"I am in the minority with this one as I don't think I would classify it as fantastic. Although the story started off good with good friends from years ago going off on a reunion to a secluded island to hike and climb, the middle dragged and the characters all blended together for me. It was predictable but you do still want to read to find out just what is going on with these women. Thank you to NetGalley and the publisher for the chance to read and review. ","Counter({'enthusiastic': 2, 'disappointed': 1})",enthusiastic,0.5
3PEG1BH7BPV11UA7OEL6H2XQEIRKB0,Bob's Saucer Repair,Jerry  Boyd,Science,4.0,"Fun, in a low-key kind of way The protagonists never break a sweat, and even alien pirates are taken care of in a sentence or two. My real complaint is the author seems allergic to descriptions. Much of the book is spent on repairing and riding around in ""saucers"", which are never ever described other than their size (one is about the size of a Winnebago, another is smaller than the first) or even if they're actually saucer-shaped or the Earthlings are just jokingly calling them that. Nor are the characters described, except Nikki vaguely. Bob and John are just names. I'll probably read more in the series, because it's a quick read, and the characters as expressed through their dialogue are a pleasant crew, but it could be so much better with a little more meat on it.","Counter({'content': 2, 'bored': 1, 'disappointed': 1})",content,0.3333333333333333
3S829FDFUD500R7Y1TR12MTSDCIXD9,Bob's Saucer Repair,Jerry  Boyd,Science,4.0,"This is the start of a long series of books and it is the easiest to read because of that. The rest of the book assume you picked up where the previous one left off and don't provide much background to help you get oriented. It is a ""happy little fantasy"" of a guy who finds an alien girlfriend that turns into a rather fun read. Don't expect Jane Austen or Dickens, but just sit back and enjoy the ride. It kept me laughing and kept my Kindle updating through most of the series so far. One thing for sure, it beats the TV alternatives. Ratings? It isn't ""great literature"", but ""you say that like it's a bad thing"". I give it four stars just because it was a fun read. I appreciated the chance to see the growth of someone pushed into great responsibility without a lot of preparation. ","Counter({'enthusiastic': 2, 'content': 1})",enthusiastic,0.5
3B6F54KMSDGYCF5NRQ1J2CBR90E1SG,The Weekend Escape,Rakie Bennett,Thriller,2.0,"After reading an amazingly well done stranded on an island novel a few weeks ago, this one just fell short. Lyndsay and her mates from school finally schedule a weekend together - of climbing, catching up and reconnecting. Except someone messes with their gear. Amanda is the first to become injured - a suspicious cut on the safety rope. It's only them and the island caretaker - right? Screaming storm, howling wind, rustic bunkhouse, alcohol and paranoia come together.The plot is so slow. The characters are annoying and unlikeable. Mental health issues, lack of confidence, little empathy among the characters. Just did not hold my attention. ","Counter({'content': 2, 'love': 1, 'disappointed': 1, 'bored': 1})",content,0.25
3B6F54KMSDGYCF5NRQ1J2CBR90DS16,"Beautiful World, Where Are You",Sally Rooney,Fiction,3.0,"reviewed this in a twitter thread so i'm transplanting that herethe tea? i think it’s good. i think sally has managed to ‘mature’ her writing very successfully. also, sally has jokes! a good alternative title would be Sally Rooney’s Surprisingly Down to Earth and Very Funny.fucking hell is it bloated however, like a corpse pulled from a river. at 337 pages, rooney’s style is absolutely max’d out and her ‘solid blocks of text’ approach to prose feels like an absolute punishment in some sections.the whole Sally-masquerading-as-Alice stuff is immensely trite and far too cringe for me. like, we get it sally, your life is terrible but you’re also a millionaire so maybe read the room?yet the relationship between Alice and Eileen is her strongest yet. and it’s how we slowly discover more about their lives and how everything slowly unfolds that the novel really wins me over.obviously it isnt normal people, and i applaud her writing a novel that just SO ISN’T normal people lmaonever however have i been so sure that a novel will absolutely win over critics but may die in the hands of the readers.i will say i am one of the few voices in my extended group who will outwardly say that i think it is good. which is strange, especially for me.it is a rough beast. but i’m looking forward to revisiting it relatively soon.","Counter({'confused': 2, 'annoyed': 1, 'bored': 1})",confused,0.3333333333333333
